seq	C1	C2	C3	C4	C5	C6	C7	C8
611	1.3741	0.5745	1.4752	1.4752	37.5746	37.5746	38.4741	38.4741
612	1.3304	0.5309	1.4315	1.4315	38.5304	38.5304	38.5304	39.3299
613	1.3095	0.51	2.3092	1.4106	37.5101	37.5101	38.4095	39.3089
614	1.3827	1.3827	2.2824	2.2824	37.3836	37.3836	39.3832	39.3832
615	1.3329	1.3329	3.2326	3.2326	38.3329	38.3329	39.2324	39.2324
616	1.3177	1.3177	2.2174	2.2174	37.3188	37.3188	39.3181	40.1171
617	1.2184	1.2184	2.1181	3.0179	37.2194	37.2194	39.2197	39.2197
618	1.0324	1.0324	1.9321	1.9321	38.0323	38.0323	38.9316	38.9316
619	0.9488	0.9488	1.8484	1.8484	36.9498	36.9498	38.9499	38.9499
620	0.9187	0.9187	1.8183	1.8183	37.9186	37.9186	38.8177	38.8177
621	0.8787	0.8787	1.7783	1.7783	37.8787	37.8787	38.7786	38.7786
622	0.7925	0.7925	3.5915	1.6922	37.7926	37.7926	38.6924	38.6924
623	0.7715	0.7715	1.6712	1.6712	37.7717	37.7717	38.6713	38.6713
624	0.6147	0.6147	2.4136	1.5144	37.615	37.615	38.5144	38.5144
625	1.3694	0.5707	1.4704	1.4704	37.571	37.571	38.4703	38.4703
626	1.3887	1.3887	1.3895	1.3895	37.4903	37.4903	38.3894	38.3894
627	1.3944	3.194	2.1942	2.1942	37.3959	37.3959	38.2949	38.2949
628	1.2861	2.0858	2.086	1.2861	38.2856	38.2856	38.2856	39.0856
629	1.0103	1.81	1.8102	1.0103	38.0097	38.0097	38.0097	38.8097
630	0.9503	1.75	1.7501	0.9503	37.9506	37.9506	40.7496	38.8496
631	1.8437	1.8437	1.8437	1.8437	37.8444	37.8444	40.7434	40.7434
632	0.7597	1.5593	1.6592	1.6592	36.761	37.5589	38.7599	38.7599
633	0.6907	1.4903	1.5902	1.5902	38.6898	38.6898	38.6898	38.6898
634	0.5421	1.3417	1.4416	1.4416	38.5411	38.5411	38.5411	38.5411
635	0.4566	1.2562	1.356	1.356	37.4565	37.4565	38.3555	38.3555
636	1.3627	1.3627	1.3627	1.3627	37.3633	37.3633	38.2623	38.2623
637	1.2656	1.2656	1.2656	1.2656	38.0651	37.2661	38.1661	38.1661
638	2.0227	2.0227	2.0227	2.0227	37.0244	37.0244	37.9234	37.9234
639	0.9969	0.9969	0.9969	0.9969	36.9984	36.9984	38.7964	37.8974
640	1.932	1.932	1.932	2.7317	36.9336	36.9336	37.8326	37.8326
641	1.8196	1.8196	0.9203	0.9203	36.9214	36.9214	37.8204	37.8204
642	0.8357	0.8357	0.8357	0.8357	37.835	37.835	37.835	37.835
643	0.7788	0.7788	0.7788	0.7788	37.779	37.779	37.779	37.779
644	2.3733	2.3733	2.3733	2.3733	37.374	37.374	38.273	38.273
645	1.2456	1.2456	1.2456	2.0453	37.2461	37.2461	39.2451	39.2451
646	1.2359	1.2359	1.2359	1.2359	37.2364	37.2364	37.2364	37.2364
647	1.1532	1.1532	1.1532	1.1532	37.1536	37.1536	37.1536	37.9526
648	1.0977	1.8971	1.0977	1.0977	37.098	37.098	37.997	37.997
649	1.0972	1.0972	1.0972	1.0972	37.0974	37.0974	37.0974	37.8964
650	1.8639	1.0647	1.0647	1.0647	37.0648	37.0648	37.0648	37.8638
651	0.9927	0.9927	0.9927	0.9927	36.9927	36.9927	37.8917	37.8917
652	0.9281	0.9281	0.9281	0.9281	36.928	36.928	37.828	37.828
653	0.7778	0.7778	0.7778	0.7778	36.7777	36.7777	37.6777	37.6777
654	0.5626	0.5626	1.3615	0.5626	36.5634	36.5634	37.4624	37.4624
655	1.4452	1.4452	1.4452	1.4452	36.4468	36.4468	37.3458	37.3458
656	1.4024	1.4024	1.4024	1.4024	36.4039	36.4039	37.3029	37.3029
657	1.2036	1.2036	1.2036	1.2036	36.2051	36.2051	37.1041	39.2031
658	1.1526	1.1526	1.1526	1.1526	36.154	36.154	37.053	37.053
659	1.1437	1.1437	1.1437	1.9431	36.145	36.145	37.044	37.044
660	1.0193	1.0193	1.0193	1.0193	37.0185	37.0185	37.0185	37.0185
661	1.0095	1.0095	1.0095	1.0095	37.0086	37.0086	37.0086	37.0086
662	0.9373	0.9373	0.9373	0.9373	36.9373	36.9373	36.9373	36.9373
663	0.8957	0.8957	1.7948	1.7948	37.7946	37.7946	36.8956	36.8956
664	1.7558	1.7558	0.8567	0.8567	36.8566	36.8566	36.8566	36.8566
665	0.8002	0.8002	2.5991	1.6993	36.8	37.599	37.699	38.599
666	0.6711	1.4699	0.6711	0.6711	36.6708	36.6708	37.5698	37.5698
667	0.6014	0.6014	0.6014	0.6014	37.4	36.601	37.5	37.5
668	0.4584	0.4584	0.4584	0.4584	36.4579	36.4579	37.3579	37.3579
669	3.3483	3.3483	2.4484	2.4484	36.4491	36.4491	37.3491	37.3491
670	3.2761	3.2761	2.3762	2.3762	36.3768	36.3768	37.2768	37.2768
671	3.3587	3.3587	3.3587	3.3587	37.3584	37.3584	37.3584	37.3584
672	3.06	3.06	2.1601	2.1601	36.1606	36.1606	37.0606	37.0606
673	2.8123	2.8123	1.9123	1.9123	35.9128	35.9128	36.8128	36.8128
674	2.7742	2.7742	1.8743	1.8743	36.7737	36.7737	36.7747	36.7747
675	3.7866	3.7866	1.7869	1.7869	35.7882	35.7882	36.6872	36.6872
676	2.6286	2.6286	1.7288	1.7288	36.528	35.73	36.629	36.629
677	2.5762	2.5762	1.6764	1.6764	36.5755	36.5755	36.5765	36.5765
678	2.4814	2.4814	1.5816	1.5816	35.5826	35.5826	36.4816	36.4816
679	2.5676	2.5676	2.5676	2.5676	36.4672	36.4672	36.4682	36.4682
680	2.4039	3.3031	2.3031	1.5041	35.505	35.505	36.404	36.404
681	2.3462	2.3462	1.4464	1.4464	36.4452	36.4452	36.4452	36.4452
682	2.3297	2.3297	1.43	2.2288	37.3287	37.3287	36.4297	36.4297
683	2.3293	2.3293	1.4296	1.4296	36.4292	36.4292	37.3282	37.3282
684	2.3033	3.2023	1.4036	1.4036	36.4031	36.4031	38.2021	37.3021
685	2.3517	2.3517	2.3517	2.3517	36.3522	37.1512	37.2512	37.2512
686	2.2461	2.2461	2.245	2.245	36.3458	36.3458	37.2448	37.2448
687	2.1919	2.1919	1.2922	1.2922	36.2915	36.2915	37.1915	37.1915
688	2.2877	2.2877	2.2877	2.2877	38.1872	38.1872	37.2882	37.2882
689	2.1673	2.1673	2.066	1.2676	37.2658	37.2658	37.2658	37.2658
690	2.9643	2.9643	2.0647	2.0647	36.0651	36.0651	36.9651	36.9651
691	3.0485	3.0485	3.0485	3.0485	36.0492	36.0492	36.9492	36.9492
692	2.7653	2.7653	1.8657	1.8657	35.866	35.866	36.766	36.766
693	2.7088	2.7088	1.8092	1.8092	37.8084	37.8084	37.8084	37.8084
694	2.6751	2.6751	1.7755	1.7755	35.7756	35.7756	36.6756	37.5746
695	2.6133	2.6133	1.7138	1.7138	36.5128	35.7138	36.6138	37.5128
696	2.4807	2.4807	1.5812	1.5812	36.5801	36.5801	36.5801	37.3801
697	2.3864	2.3864	1.4868	1.4868	36.4867	36.4867	36.4867	36.4867
698	3.2529	2.4533	2.4533	2.4533	36.4538	36.4538	36.4538	36.4538
699	2.2205	2.2205	1.3209	2.1198	36.3207	36.3207	36.3207	36.3207
700	2.1603	2.1603	1.2607	2.0596	36.2604	36.2604	36.2604	36.2604
701	2.1545	2.1545	2.1545	2.1545	36.155	36.155	36.155	36.155
702	2.0196	2.0196	1.12	1.9189	36.1196	36.1196	36.1196	36.9186
703	1.9947	1.9947	1.0951	1.894	37.0936	37.0936	37.0936	37.0936
704	2.0235	2.0235	2.0235	2.0235	37.9229	37.9229	37.0229	37.0229
705	2.7879	1.9884	1.9884	1.9884	35.9887	35.9887	36.8877	36.8877
706	1.9777	1.9777	2.8771	2.8771	35.9779	35.9779	36.8769	36.8769
707	2.6585	2.6585	1.7592	1.7592	36.7593	36.7593	36.7593	36.7593
708	1.748	2.5471	1.748	1.748	35.748	35.748	36.647	36.647
709	1.7368	2.5359	1.7368	1.7368	36.7367	36.7367	36.7367	36.7367
710	2.5083	2.5083	1.6091	1.6091	36.609	36.609	36.609	36.609
711	2.4851	2.4851	1.5859	2.3848	35.5867	35.5867	36.4847	36.4847
712	2.3986	2.3986	1.4994	1.4994	36.4991	36.4991	37.2981	36.4991
713	2.3744	2.3744	1.4753	1.4753	37.4739	37.4739	38.3739	38.3739
714	2.3481	2.3481	1.449	1.449	37.2475	36.4485	36.4485	36.4485
715	2.2845	2.2845	1.3854	1.3854	36.3848	36.3848	36.3848	36.3848
716	2.0464	2.0464	1.1472	1.1472	36.1466	36.1466	36.1466	36.1466
717	3.0417	3.0417	1.1432	1.1432	36.1425	36.1425	36.1425	36.1425
718	2.905	2.0059	1.1067	1.9051	36.1059	36.1059	36.1059	36.1059
719	1.9622	1.9622	1.0631	1.8615	36.0622	36.0622	36.0622	37.8612
720	1.8479	1.8479	0.9488	1.7472	36.9468	36.9468	36.9468	36.9468
721	2.8421	2.8421	2.8421	2.8421	35.8438	35.8438	35.8438	36.6418
722	2.6225	1.8226	1.8226	1.8226	35.8243	35.8243	36.7223	36.7223
723	1.6263	1.6263	1.6263	1.6263	35.6279	35.6279	36.5259	36.5259
724	2.3433	2.3433	2.3433	2.3433	36.2429	37.1429	36.2429	36.2429
725	1.1008	1.1008	1.1008	1.1008	35.1023	35.9003	36.0003	36.0003
726	0.7808	0.7808	0.7808	2.5803	35.7802	35.7802	35.7802	35.7802
727	0.7789	0.7789	0.7789	0.7789	35.7792	35.7792	35.7792	35.7792
728	1.6133	1.6133	1.5131	0.7138	35.714	35.714	35.714	35.714
729	1.6048	1.6048	0.7053	0.7053	36.7044	36.7044	36.7044	36.7044
730	1.5161	2.4157	0.6166	0.6166	36.4156	35.6166	35.6166	35.6166
731	2.33	1.4304	0.531	0.531	35.5309	35.5309	35.5309	35.5309
732	1.4256	1.4256	1.4256	1.4256	35.4261	35.4261	35.4261	35.4261
733	1.2482	1.2482	1.2482	1.2482	35.2487	35.2487	35.2487	35.2487
734	1.058	1.058	1.058	1.8576	35.0584	35.0584	35.0584	35.0584
735	0.9451	0.9451	0.9451	0.9451	36.8444	36.8444	34.9454	34.9454
736	1.7439	0.9445	0.9445	0.9445	34.9447	34.9447	34.9447	34.9447
737	0.6245	0.6245	0.6245	0.6245	34.6246	34.6246	34.6246	35.4236
738	0.4521	0.4521	1.3513	1.3513	34.4521	34.4521	34.4521	34.4521
739	2.0792	2.0792	2.0792	2.0792	34.0799	34.0799	34.0799	34.8789
740	2.0507	2.0507	2.0507	2.0507	34.0523	34.0523	34.9503	34.9503
741	1.962	1.962	1.962	2.7616	33.9635	34.7615	34.8615	34.8615
742	1.8968	1.8968	1.8968	1.8968	34.8963	34.8963	34.8963	34.8963
743	1.5997	1.5997	1.5997	1.5997	34.5991	34.5991	35.3991	34.5991
744	3.545	3.545	3.545	3.545	34.5457	34.5457	34.5457	35.3447
745	2.2026	2.2026	1.3031	1.3031	88.3024	42.3024	42.3024	43.1024
746	1.1681	1.1681	1.1681	1.1681	89.0673	42.1673	42.1673	42.1673
747	1.8306	1.8306	0.9312	1.7305	87.9303	42.8303	41.9303	41.9303
748	1.7287	0.9296	0.9296	0.9296	87.9296	41.9296	41.9296	41.9296
749	0.8219	0.8219	0.8219	0.8219	87.8218	41.8218	41.8218	41.8218
750	1.617	0.8179	0.8179	1.6171	87.8178	41.8178	41.8178	41.8178
751	1.4052	1.4052	1.4052	1.4052	87.4058	41.4058	41.4058	41.4058
752	2.229	2.229	1.3293	1.3293	88.3288	41.3298	42.2288	42.2288
753	1.3291	1.3291	1.3291	1.3291	87.3296	41.3296	41.3296	41.3296
754	1.3073	1.3073	1.3073	1.3073	88.2067	41.3077	41.3077	41.3077
755	1.2616	2.061	1.2616	1.2616	88.2609	42.2609	42.2609	42.2609
756	1.1556	1.1556	1.1556	1.1556	87.1558	41.1558	41.1558	41.1558
757	1.0528	1.0528	1.0528	1.0528	87.0529	41.0529	41.9519	41.9519
758	2.0385	2.0385	2.0385	2.0385	88.0381	41.0391	41.0391	41.0391
759	1.8229	1.0239	1.0239	1.0239	87.0238	41.0238	41.0238	41.0238
760	0.996	1.7951	0.996	0.996	86.9959	41.7949	40.9959	40.9959
761	0.9944	0.9944	0.9944	0.9944	86.9942	40.9952	40.9952	41.7932
762	0.9942	0.9942	0.9942	0.9942	86.9949	40.9949	40.9949	40.9949
763	0.8216	0.8216	0.8216	0.8216	86.8222	42.6202	40.8222	40.8222
764	0.7079	1.5067	0.7079	0.7079	86.7084	40.7084	40.7084	40.7084
765	0.591	0.591	0.591	0.591	86.5914	41.5894	41.5894	41.5894
766	0.5567	0.5567	0.5567	1.3552	87.5561	41.5551	41.5551	41.5551
767	2.3423	2.3423	2.3423	2.3423	87.343	42.142	41.343	41.343
768	2.1926	2.1926	1.2929	1.2929	87.2934	41.2934	41.2934	41.2934
769	1.2608	1.2608	1.2608	1.2608	87.2612	41.2612	41.2612	41.2612
770	1.2211	1.2211	1.2211	1.2211	88.2204	41.2214	42.0204	41.2214
771	2.088	2.088	2.088	2.088	87.0886	41.0886	41.0886	41.0886
772	1.0016	1.0016	1.0016	1.0016	87.0017	43.0007	43.0007	43.0007
773	1.7203	1.7203	1.7203	1.7203	86.7208	42.5198	40.7208	40.7208
774	0.6855	0.6855	0.6855	0.6855	86.6854	40.6854	40.6854	40.6854
775	0.6606	0.6606	0.6606	0.6606	87.4595	41.5595	40.6605	40.6605
776	0.5517	0.5517	0.5517	0.5517	86.5515	40.5515	40.5515	40.5515
777	0.5258	0.5258	0.5258	0.5258	86.5255	41.5245	41.5245	41.5245
778	1.3912	1.3912	1.3912	1.3912	86.3917	40.3917	40.3917	40.3917
779	1.3031	1.3031	2.2027	2.2027	86.3045	40.3035	40.3035	40.3035
780	1.2147	2.0141	1.2147	1.2147	86.216	40.216	40.216	40.216
781	1.1618	1.9612	1.1618	1.1618	86.163	40.961	40.163	40.961
782	1.107	1.107	1.107	1.9062	87.1061	41.0061	40.1081	40.9061
783	1.0174	1.0174	1.0174	1.0174	87.0164	41.0164	41.0164	41.0164
784	1.0083	1.0083	1.0083	1.0083	87.0082	41.0082	42.8072	41.0082
785	0.9855	0.9855	0.9855	0.9855	86.9854	40.9844	40.9844	40.9844
786	0.6805	0.6805	0.6805	0.6805	86.6803	40.6803	40.6803	40.6803
787	1.6762	1.6762	1.6762	1.6762	86.6769	40.6769	40.6769	40.6769
788	0.6186	0.6186	0.6186	0.6186	87.6172	41.4172	40.6182	41.4172
789	1.4427	1.4427	1.4427	1.4427	86.4433	40.4433	40.4433	40.4433
790	1.3565	1.3565	1.3565	1.3565	86.357	40.357	40.357	40.357
791	1.3165	2.1161	1.3165	1.3165	86.317	40.317	40.317	40.317
792	1.2399	1.2399	1.2399	1.2399	86.2403	40.2403	40.2403	40.2403
793	1.1492	1.1492	1.1492	1.1492	86.1495	40.1495	40.1495	40.1495
794	1.0407	1.0407	1.9401	1.9401	86.0409	40.9399	40.0409	40.0409
795	2.9314	2.9314	2.9314	3.7312	85.9321	39.9321	39.9321	39.9321
796	0.8059	1.6051	0.8059	0.8059	85.8069	40.7049	39.8059	39.8059
797	0.7651	0.7651	0.7651	0.7651	85.766	40.664	39.766	39.766
798	0.7379	0.7379	1.5369	0.7379	87.6368	40.6368	40.5368	39.7388
799	0.7319	0.7319	0.7319	0.7319	85.7327	40.6317	39.7327	39.7327
800	0.7305	0.7305	0.7305	0.7305	85.7312	40.6302	39.7312	40.5292
801	1.4315	1.4315	1.4315	1.4315	86.4311	41.4311	41.4311	41.4311
802	1.2948	1.2948	1.2948	1.2948	86.2953	40.2943	40.2943	41.0943
803	1.2574	1.2574	1.2574	1.2574	86.2579	40.2569	40.2569	40.2569
804	1.8716	1.0721	1.0721	1.0721	86.0725	40.0725	40.8715	40.0725
805	0.9447	0.9447	0.9447	1.7441	86.844	39.945	39.945	39.945
806	0.778	0.778	0.778	0.778	85.7782	39.7782	39.7782	39.7782
807	0.4926	0.4926	0.4926	0.4926	85.4927	40.3917	39.4927	39.4927
808	1.435	1.435	1.435	2.2348	85.4356	39.4356	39.4356	39.4356
809	2.2846	2.2846	1.3849	1.3849	85.3854	39.3854	39.3854	39.3854
810	1.3568	1.3568	1.3568	1.3568	85.3573	39.3573	39.3573	39.3573
811	1.1011	1.1011	1.1011	1.9008	85.1015	39.1015	39.1015	39.1015
812	0.9841	1.7835	0.9841	0.9841	84.9844	38.9844	38.9844	38.9844
813	1.8381	1.8381	0.9386	0.9386	85.9378	39.8378	38.9388	38.9388
814	0.9158	0.9158	0.9158	0.9158	85.9149	39.8149	38.9159	38.9159
815	0.7649	0.7649	0.7649	0.7649	84.7649	39.6639	38.7649	38.7649
816	1.3687	0.5697	0.5697	0.5697	85.3686	39.4696	38.5706	38.5706
817	0.5584	0.5584	0.5584	0.5584	84.5593	39.4583	38.5593	38.5593
818	0.5128	0.5128	0.5128	1.312	84.5136	39.4126	38.5136	38.5136
819	1.3693	1.3693	0.4702	0.4702	84.4709	39.4689	39.4689	39.4689
820	1.2367	1.2367	1.2367	1.2367	85.2364	40.0364	39.2364	39.2364
821	1.1302	1.1302	1.1302	1.1302	87.1298	39.1308	39.1308	39.1308
822	1.0496	1.0496	1.0496	1.0496	85.0501	39.0501	39.0501	39.0501
823	0.8847	0.8847	0.8847	0.8847	84.8852	38.8852	38.8852	38.8852
824	0.8532	0.8532	0.8532	0.8532	84.8536	38.8536	38.8536	38.8536
825	1.5979	0.7985	0.7985	0.7985	84.7988	38.7988	38.7988	38.7988
826	0.7494	0.7494	0.7494	0.7494	86.5486	38.7496	38.7496	38.7496
827	0.6687	0.6687	0.6687	0.6687	84.6688	38.6688	38.6688	38.6688
828	0.5053	0.5053	0.5053	0.5053	84.5053	39.4043	38.5053	38.5053
829	0.4612	0.4612	0.4612	1.2602	84.4611	38.4611	38.4611	38.4611
830	2.331	2.331	1.4311	1.4311	84.4318	38.4318	39.2308	38.4318
831	2.3261	2.3261	1.4262	1.4262	84.4268	39.2258	38.4268	38.4268
832	2.3112	2.3112	1.4113	1.4113	84.4118	39.3108	38.4118	38.4118
833	2.2183	2.2183	1.3183	1.3183	84.3188	39.2178	38.3198	38.3198
834	2.2113	2.2113	2.1109	1.3114	84.3118	39.2108	38.3128	38.3128
835	2.1958	2.1958	1.2959	1.2959	85.1952	39.1962	39.0952	38.2972
836	1.9197	1.9197	1.0198	1.0198	85.019	38.92	38.021	38.021
837	2.9411	2.9411	2.9411	2.9411	84.9408	38.8418	38.7408	37.9428
838	2.5032	2.5032	0.604	0.604	84.604	38.603	38.603	38.603
839	1.2663	1.2663	2.1662	2.1662	86.266	38.266	38.266	38.266
840	1.0227	1.0227	1.9226	1.9226	84.0233	38.0223	38.0223	38.0223
841	0.9737	0.9737	2.8734	2.8734	83.9742	37.9742	37.9742	37.9742
842	0.7887	0.7887	2.5882	1.6886	83.7891	37.7891	37.7891	37.7891
843	0.6825	0.6825	1.5823	2.4819	83.6828	38.6818	38.6818	38.6818
844	0.6596	1.459	1.5595	1.5595	83.6599	37.6599	37.6599	37.6599
845	0.6004	0.6004	1.5003	1.5003	83.6006	37.6006	37.6006	37.6006
846	0.481	0.481	1.3809	1.3809	83.4811	37.4811	37.4811	37.4811
847	0.4566	0.4566	1.3565	1.3565	83.4566	37.4566	37.4566	37.4566
848	1.3063	1.3063	1.3063	2.1061	83.3069	38.3059	38.3059	38.3059
849	2.0166	1.217	1.217	1.217	84.2165	37.2175	37.2175	37.2175
850	1.122	1.122	1.122	1.9218	83.1225	38.0215	37.1225	37.1225
851	1.0993	1.0993	1.0993	1.0993	83.1007	37.9987	37.8987	37.0997
852	0.9038	0.9038	0.9038	0.9038	82.9051	37.8031	36.9041	36.9041
853	0.8952	0.8952	0.8952	0.8952	82.8964	37.7944	36.8954	36.8954
854	0.7469	0.7469	0.7469	0.7469	83.746	38.746	36.748	36.748
855	0.6778	0.6778	0.6778	0.6778	84.6768	37.5778	36.6788	36.6788
856	1.4207	1.4207	1.4207	1.4207	83.4214	37.3214	37.2204	36.4224
857	1.4042	1.4042	1.4042	1.4042	83.4048	37.3048	37.2038	36.4058
858	0.8885	0.8885	0.8885	0.8885	82.889	36.789	36.688	35.89
859	0.8758	0.8758	1.7755	1.7755	82.8763	36.8753	36.8753	37.6753
860	0.8703	0.8703	0.8703	0.8703	83.8697	36.8707	36.8707	36.8707
861	0.7785	0.7785	0.7785	0.7785	82.7788	37.7778	37.7778	38.5778
862	1.5711	0.7718	1.6713	1.6713	82.772	36.772	36.772	36.772
863	0.5949	0.5949	0.5949	0.5949	82.595	36.595	36.595	36.595
864	0.515	0.515	0.515	0.515	82.515	36.515	36.515	36.515
865	1.4422	1.4422	2.3421	2.3421	82.4429	36.4429	36.4429	36.4429
866	2.3316	2.3316	2.3316	2.3316	82.3323	36.3323	36.3323	36.3323
867	1.3086	1.3086	2.2085	2.2085	82.3092	36.3092	36.3092	36.3092
868	1.2386	1.2386	2.1385	2.1385	82.2391	36.2391	36.2391	36.2391
869	1.0923	1.0923	1.9923	1.9923	82.0938	36.9918	36.0928	36.0928
870	1.0326	1.8321	1.9325	1.9325	82.932	36.932	36.033	36.033
871	1.0194	1.8189	1.9193	1.9193	83.0197	36.9187	36.9187	36.9187
872	0.9622	0.9622	2.8616	2.8616	82.9624	36.8614	35.9634	35.9634
873	1.8504	1.8504	1.8504	2.6501	82.851	36.751	35.852	35.852
874	0.8476	1.6469	1.7473	1.7473	82.8476	36.7476	36.6466	35.8486
875	0.7935	0.7935	1.6932	2.5926	82.7934	36.6934	36.5924	35.7944
876	0.6251	0.6251	1.5249	1.5249	82.625	36.525	36.424	35.626
877	1.3759	0.577	2.4761	2.4761	83.5758	36.4768	36.3758	35.5778
878	1.4618	1.4618	1.4618	1.4618	82.4623	37.3613	36.4613	36.4613
879	2.4147	2.4147	2.4147	2.4147	82.4154	36.4154	36.4154	36.4154
880	1.3956	1.3956	1.3956	1.3956	82.3961	36.3961	36.3961	36.3961
881	1.2334	1.2334	1.2334	1.2334	83.2328	36.2338	36.2338	36.2338
882	1.2247	1.2247	1.2247	1.2247	82.225	36.225	36.225	36.225
883	1.202	1.202	2.0013	1.202	83.2012	36.2022	36.2022	37.0012
884	1.158	1.158	2.0575	2.0575	83.0571	36.1581	36.1581	36.1581
885	1.0918	1.8909	1.0918	1.0918	82.9908	36.0918	36.0918	36.0918
886	0.9642	0.9642	1.8636	1.8636	81.9651	35.9641	35.9641	35.9641
887	0.9326	0.9326	1.832	1.832	81.9335	36.7315	36.8315	36.8315
888	0.6049	0.6049	1.5043	1.5043	82.6047	36.5037	35.6047	35.6047
889	1.4418	1.4418	2.2415	1.4418	82.4424	37.4414	35.4424	35.4424
890	1.3928	1.3928	2.1925	1.3928	82.3933	36.2923	35.3933	36.1923
891	1.1589	1.1589	1.9587	1.9585	82.1594	36.0584	35.1594	35.9584
892	2.0954	2.0954	2.0954	2.0954	82.0961	35.9961	35.0971	35.0971
893	0.7736	0.7736	1.5733	0.7736	82.7729	35.6739	35.5729	34.7749
894	1.7625	1.7625	1.7625	1.7625	81.7631	35.6631	35.5621	34.7641
895	0.6147	0.6147	1.4143	0.6147	81.6149	35.5149	35.4139	34.6159
896	0.5976	0.5976	1.4969	1.4969	84.4967	35.5967	35.5967	35.5967
897	0.5852	0.5852	1.3847	0.5852	81.5852	36.4842	35.5842	35.5842
898	1.3773	1.3773	1.3773	1.3773	81.3778	35.3768	35.3768	35.3768
899	2.2791	2.2791	2.2791	2.2791	81.2798	35.2798	35.2798	35.2798
900	1.2114	1.2114	2.111	2.111	81.2118	35.2118	35.2118	35.2118
901	1.9883	1.1889	1.1889	1.9883	81.1892	35.1892	35.1892	35.1892
902	0.9542	0.9542	0.9542	0.9542	80.9554	35.7534	35.8534	35.8534
903	0.8309	0.8309	0.8309	0.8309	80.832	34.831	34.831	34.831
904	0.7011	0.7011	0.7011	0.7011	81.7001	34.7011	34.7011	34.7011
905	0.6978	0.6978	0.6978	0.6978	82.6967	34.6977	34.6977	34.6977
906	0.5856	0.5856	0.5856	0.5856	83.5845	34.5855	34.5855	34.5855
907	0.5203	0.5203	0.5203	0.5203	81.5191	35.5191	35.5191	35.5191
908	0.4999	0.4999	0.4999	0.4999	81.4996	35.3986	34.4996	34.4996
909	2.1328	1.3331	2.1328	1.3331	81.3337	35.2327	34.3337	34.3337
910	1.9167	1.117	1.117	1.117	81.1175	35.0165	34.1175	34.1175
911	1.888	2.7879	0.9884	0.9884	80.9888	34.8888	33.9898	33.9898
912	1.769	1.7688	0.9692	0.9692	80.9697	34.8697	34.8687	35.7687
913	1.6752	0.8755	0.8755	0.8755	80.8758	35.8748	35.8748	35.8748
914	1.5735	0.7739	0.7739	0.7739	80.7741	34.7731	34.7731	34.7731
915	1.5589	0.7593	0.7593	0.7593	80.7594	34.7594	34.7594	34.7594
916	1.4365	0.6369	0.6369	0.6369	80.6369	34.6369	34.6369	34.6369
917	1.4585	1.4585	0.5593	0.5593	80.5592	34.5592	34.5592	34.5592
918	1.3696	1.3696	1.3696	1.3696	80.3703	34.3703	34.3703	34.3703
919	1.1842	1.1842	1.1842	1.1842	80.1848	34.1848	34.1848	34.1848
920	1.8883	1.0887	1.0887	1.0887	80.0902	35.0882	35.0882	35.0882
921	0.8683	0.8683	0.8683	0.8683	79.8698	33.8688	33.8688	33.8688
922	0.686	0.686	1.4855	0.686	79.6874	34.5854	33.6864	33.6864
923	2.0814	2.0814	1.1815	1.1815	80.1812	35.1812	33.1822	33.1822
924	1.0364	1.0364	1.0364	1.0364	80.037	34.036	34.036	34.036
925	0.8778	0.8778	0.8778	1.6774	79.8783	33.7773	32.8783	32.8783
926	0.7982	0.7982	0.7982	0.7982	79.7987	33.6977	32.7987	32.7987
927	0.7301	0.7301	0.7301	0.7301	80.7295	33.6305	32.7305	32.7305
928	0.6986	0.6986	0.6986	0.6986	80.6979	33.6989	33.6989	33.6989
929	0.646	0.646	0.646	0.646	79.6462	33.5462	32.6472	32.6472
930	1.3858	1.3858	1.3858	1.3858	79.3865	33.2865	33.1855	32.3875
931	1.3645	1.3645	1.3645	1.3645	79.3651	33.3651	33.3651	33.3651
932	1.3571	1.3571	1.3571	1.3571	79.3576	33.3576	33.3576	33.3576
933	1.2675	1.2675	1.2675	1.2675	79.268	33.268	34.067	33.268
934	1.2604	1.2604	1.2604	1.2604	79.2608	34.2598	34.2598	34.2598
935	2.212	2.212	2.212	2.212	80.2127	33.2127	34.0117	33.2127
936	1.2026	2.0019	1.2026	1.2026	79.2028	33.2028	33.2028	33.2028
937	1.1164	1.1164	1.1164	1.1164	79.1165	33.1165	33.1165	33.1165
938	1.0877	1.0877	1.0877	1.0877	79.0877	33.0877	33.0877	33.8867
939	1.0827	1.0827	1.0827	1.0827	79.0836	33.0826	33.0826	33.0826
940	1.0784	1.0784	1.0784	1.0784	79.0793	33.0783	33.0783	33.0783
941	1.0318	1.0318	1.0318	1.0318	80.0316	33.9306	33.0316	33.0316
942	1.7162	0.9174	0.9174	0.9174	79.9171	33.8161	32.9181	32.9181
943	0.7242	0.7242	0.7242	0.7242	79.7238	33.6228	32.7248	32.7248
944	0.7022	0.7022	0.7022	0.7022	80.7007	33.6007	32.7027	32.7027
945	0.5157	0.5157	0.5157	0.5157	79.5151	33.4151	32.5161	32.5161
946	1.4204	2.2201	1.4204	1.4204	81.42	33.321	32.422	32.422
947	1.3033	2.103	1.3033	1.3033	79.3038	34.2028	33.3028	33.3028
948	0.8741	1.6739	0.8741	0.8741	78.8746	32.8746	32.8746	32.8746
949	0.8249	1.6247	1.7245	1.7245	78.8253	32.8253	33.7243	33.7243
