seq	C1	C2	C3	C4	C5	C6	C7	C8
950	0.7131	1.5128	0.7131	0.7131	78.7134	32.7134	32.7134	32.7134
951	0.6518	1.4515	0.6518	0.6518	78.652	32.652	32.652	32.652
952	1.5922	1.5922	2.392	1.5922	78.5929	32.5929	32.5929	32.5929
953	1.4478	1.4478	0.5485	1.3477	78.5496	32.5486	32.5486	32.5486
954	0.5374	1.337	1.3365	0.5374	79.3364	32.5374	32.5374	32.5374
955	0.5076	1.3072	0.5076	0.5076	78.5085	32.5075	32.5075	32.5075
956	1.2368	1.2368	1.2368	2.0365	78.2384	34.0364	32.2374	32.2374
957	1.1559	1.1559	1.1559	1.9556	79.1554	32.1564	32.1564	32.1564
958	1.1473	1.1473	1.1473	1.9471	79.1468	32.1478	32.1478	32.1478
959	2.0466	2.0466	1.147	1.9468	81.1464	32.1474	32.1474	32.1474
960	1.128	1.128	1.128	1.9277	79.1283	33.0273	32.1293	32.1293
961	2.0547	2.0547	2.0547	2.0547	79.0554	33.0544	33.8544	33.0544
962	1.7024	0.9031	0.9031	1.7028	78.9033	32.8023	31.9043	31.9043
963	0.7288	0.7288	0.7288	1.5285	78.7289	32.6289	31.7299	31.7299
964	0.5764	0.5764	0.5764	1.3761	78.5764	32.4764	32.4754	32.4754
965	0.5748	0.5748	0.5748	1.3745	78.5747	32.4747	32.3737	31.5757
966	0.5701	0.5701	0.5701	1.3699	78.57	32.569	33.369	32.569
967	0.5044	1.3033	0.5044	1.3042	78.5042	33.4032	32.5032	32.5032
968	1.3828	1.3828	1.3828	1.3828	79.3824	33.3824	33.3824	33.3824
969	1.3215	1.3215	1.3215	1.3215	78.322	32.322	32.322	32.322
970	1.3048	1.3048	1.3048	1.3048	78.3053	32.3053	32.3053	32.3053
971	0.9419	0.9419	0.9419	0.9419	77.9423	31.9423	32.8413	32.8413
972	1.7504	1.7504	0.8509	0.8509	77.8522	32.8502	32.8502	32.8502
973	0.5961	0.5961	0.5961	0.5961	77.5973	31.5963	31.5963	31.5963
974	1.2124	1.2124	1.2124	1.2124	77.2141	31.2131	31.2131	31.2131
975	1.0204	1.0204	1.0204	1.0204	78.02	31.021	31.021	31.021
976	1.0131	1.0131	1.0131	1.0131	78.0136	31.0136	31.0136	31.8126
977	0.9883	0.9883	0.9883	0.9883	77.9888	30.9888	30.9888	30.9888
978	0.9812	0.9812	0.9812	0.9812	77.9816	30.9816	30.9816	30.9816
979	0.8831	0.8831	0.8831	0.8831	77.8834	31.7824	30.8834	30.8834
980	0.6523	0.6523	0.6523	0.6523	77.6525	31.5515	30.6525	30.6525
981	0.5376	0.5376	0.5376	0.5376	77.5377	32.5367	30.5387	31.3367
982	0.4641	0.4641	0.4641	0.4641	77.4641	31.3631	31.2631	30.4651
983	1.4421	1.4421	3.3418	3.3418	77.4428	31.3428	31.2418	30.4438
984	1.4413	1.4413	1.4413	2.241	78.4409	31.4409	31.4409	31.4409
985	1.2536	1.2536	1.2536	2.0533	77.2541	31.2541	31.2541	31.2541
986	1.1956	1.1956	1.1956	1.9954	77.1961	33.0951	31.1961	31.1961
987	1.1463	1.1463	1.1463	1.9461	77.1467	31.1467	31.1467	31.1467
988	0.9584	0.9584	0.9584	1.7582	76.9587	30.9587	30.9587	31.7577
989	1.7099	1.7099	0.8105	1.6102	76.8117	30.8107	30.8107	30.8107
990	0.7688	0.7688	0.7688	1.5685	76.7699	30.7689	31.5679	30.7689
991	1.6766	1.6766	1.6766	1.6766	76.6783	30.6773	30.6773	31.4763
992	1.5723	1.5723	0.6731	2.472	76.674	30.673	30.673	30.673
993	0.5905	1.3895	0.5905	1.3901	78.5894	30.5904	30.5904	30.5904
994	1.448	1.448	1.448	2.2476	77.4476	30.4486	30.4486	30.4486
995	2.4052	2.4052	2.4052	2.4052	77.4062	30.4062	30.4062	30.4062
996	1.394	1.394	1.394	1.394	77.3945	32.2935	30.3945	30.3945
997	1.2578	1.2578	1.2578	1.2578	77.2582	31.1572	31.1572	31.1572
998	2.0225	1.2232	1.2232	1.2232	77.2235	31.1225	31.0225	30.2245
999	0.9315	0.9315	0.9315	0.9315	76.9317	30.8307	30.7307	29.9327
1000	0.7493	0.7493	0.7493	0.7493	76.7494	30.7484	30.7484	31.5484
